emp_no,first_name,last_name,title,from_date,to_date
31631,Tuval,Kavvadias,Senior Staff,1987-06-06,9999-01-01
31632,Eldridge,Shihab,Senior Engineer,1995-11-11,9999-01-01
31650,Neven,Savasere,Senior Staff,1994-06-05,9999-01-01
31671,Mingdong,Trystram,Senior Staff,1997-04-07,9999-01-01
31679,Basant,Koshiba,Senior Staff,2000-08-15,9999-01-01
31706,Howell,Redmiles,Senior Staff,1998-10-19,9999-01-01
31709,Jinpo,Boissier,Senior Engineer,1998-10-25,9999-01-01
31712,Jiang,Dulay,Senior Staff,1995-12-13,9999-01-01
31716,Radoslaw,Chaudhury,Senior Staff,1996-08-02,9999-01-01
31719,JoAnne,Caine,Senior Staff,1997-10-03,9999-01-01
31727,Guadalupe,Hegner,Engineer,1996-09-20,9999-01-01
31738,Edwin,Unno,Senior Engineer,1994-10-12,9999-01-01
31741,Valeri,Kenevan,Senior Staff,1994-03-24,9999-01-01
31751,Phillip,Ramsey,Senior Staff,1995-02-03,9999-01-01
31757,Alair,Kobara,Technique Leader,1992-01-06,9999-01-01
31801,Sadok,Heuser,Engineer,1993-12-21,9999-01-01
31802,Murthy,Huhdanpaa,Assistant Engineer,1986-12-07,1992-12-06
31804,Aris,Masand,Senior Staff,1997-05-21,9999-01-01
31810,Jasminko,Gill,Engineer,1988-02-07,1994-02-06
31814,Weijing,Brookner,Engineer,1993-01-08,1998-01-08
31819,Conrado,Dehkordi,Staff,1996-10-05,1998-08-08
31821,Xiaobin,Farrel,Technique Leader,1998-04-02,9999-01-01
31823,Sivanarayana,Bernini,Engineer,1999-11-24,9999-01-01
31849,Chaitali,Sabnani,Engineer,1998-12-15,9999-01-01
31852,Byong,Spieker,Senior Staff,1994-05-09,9999-01-01
31890,Dekang,Shiratori,Senior Staff,1992-09-22,9999-01-01
31913,Bangqing,Luca,Engineer,1989-10-07,1996-10-07
31931,Alenka,Leppanen,Senior Staff,1985-09-02,9999-01-01
31940,Kousuke,Brookner,Engineer,1986-01-19,1990-11-30
31942,Syozo,Schnabel,Engineer,1995-02-17,2002-02-17
31959,Vojin,Niizuma,Senior Engineer,1990-05-19,9999-01-01
31972,Yifei,Kawashimo,Senior Engineer,1993-01-21,1994-01-10
31975,Keung,Trogemann,Staff,1998-12-16,9999-01-01
31980,Kinh,Perz,Engineer,1990-12-26,1993-02-24
32001,Mari,Attimonelli,Senior Staff,2002-03-14,9999-01-01
32026,Lansing,Skrikant,Senior Staff,1997-12-08,9999-01-01
32030,Shooichi,Minakawa,Engineer,1999-06-26,9999-01-01
32032,Harjit,Kermarrec,Senior Staff,1998-09-28,9999-01-01
32048,Stamatina,Unno,Senior Engineer,1994-08-22,9999-01-01
32049,Khalid,Rattan,Staff,1997-04-02,9999-01-01
32053,Arunachalam,Tiemann,Assistant Engineer,1985-10-13,1993-10-13
32064,Mandell,Gammage,Senior Staff,1994-06-10,9999-01-01
32092,Berto,Luca,Engineer,1993-02-09,1996-03-11
32094,Mohd,Buchter,Senior Staff,1993-03-16,1996-07-10
32117,Panayotis,Swiss,Senior Staff,1999-03-08,9999-01-01
32133,Zine,Huxford,Engineer,1999-09-10,9999-01-01
32137,Shim,Dengi,Engineer,1998-08-16,9999-01-01
32143,Takushi,Spieker,Technique Leader,1995-08-14,9999-01-01
32180,Abdelaziz,Hofman,Senior Staff,1994-04-24,9999-01-01
32193,Margareta,Szmurlo,Senior Staff,1990-11-18,9999-01-01
32199,Eishiro,Perna,Engineer,1998-04-04,9999-01-01
32215,Xiaoshan,Piveteau,Technique Leader,1994-09-18,1996-01-08
32219,Honglan,Rosin,Senior Staff,1997-12-22,1998-01-09
32221,Pranas,Snedden,Senior Staff,1991-12-19,9999-01-01
32254,Kien,Merel,Technique Leader,1992-07-02,9999-01-01
32260,Sachem,Baranowski,Senior Staff,2001-12-03,9999-01-01
32270,Kiyokazu,Naudin,Engineer,1998-09-02,9999-01-01
32279,Mokhtar,Falco,Technique Leader,1996-08-17,9999-01-01
32296,Baruch,Peris,Engineer,1992-06-03,1997-06-03
32307,Hercules,Setiz,Senior Engineer,2000-01-06,9999-01-01
32308,Arun,Baja,Technique Leader,1997-05-03,1997-12-17
32339,Rasikan,Strooper,Staff,1996-09-01,9999-01-01
32343,Aloys,Pews,Senior Engineer,1994-12-03,9999-01-01
32349,Hairong,DiGiano,Senior Staff,1997-09-01,9999-01-01
32368,Ebru,Ravishankar,Staff,1999-08-08,9999-01-01
32386,Horward,Ratnakar,Senior Staff,1993-04-19,9999-01-01
32406,Filipe,Ranze,Engineer,1995-01-03,2000-01-03
32407,Gita,Nollmann,Senior Engineer,1994-10-16,9999-01-01
32439,Abdelghani,Karner,Staff,1996-04-12,2000-12-03
32455,Lokesh,Brlek,Assistant Engineer,1986-11-28,1991-11-28
32481,Dipankar,Nanard,Senior Staff,1998-10-05,9999-01-01
32496,Tiina,Wursthorn,Senior Staff,1999-07-26,9999-01-01
32505,Sailaja,Gustavson,Senior Staff,1987-09-08,9999-01-01
32528,Naftaly,Jeong,Engineer,1999-06-10,2002-06-23
32529,Mohammed,Barbanera,Senior Staff,1999-03-11,9999-01-01
32542,Yishay,Manders,Senior Staff,1995-05-12,9999-01-01
32557,Henk,Vendrig,Technique Leader,1999-09-02,9999-01-01
32559,Ingemar,Thombley,Engineer,1988-08-08,1995-08-09
32578,Billie,Chleq,Senior Staff,2001-06-13,9999-01-01
32581,Mamdouh,Reeker,Technique Leader,1990-05-25,9999-01-01
32587,Sugwoo,Ballarin,Engineer,1988-07-25,1995-07-26
32619,Xiong,Clouatre,Senior Staff,2001-11-05,9999-01-01
32629,Make,Benzmuller,Senior Staff,1997-11-03,9999-01-01
32637,Abdulla,Kalorkoti,Engineer,1993-11-18,1999-11-18
32640,Uli,Oskamp,Staff,1993-08-17,1997-06-25
32641,Tua,Tetzlaff,Engineer,1996-02-21,9999-01-01
32656,Boriana,Lemarechal,Senior Staff,1991-03-23,9999-01-01
32668,Niclas,Riexinger,Senior Staff,1998-03-21,9999-01-01
32689,Gladys,Heusch,Senior Staff,1997-08-08,9999-01-01
32694,Pramod,Hiroyama,Engineer,1989-02-08,1996-02-09
32704,Jacqueline,Rajaraman,Engineer,1997-09-08,9999-01-01
32724,Alselm,Janocha,Senior Staff,1994-01-03,9999-01-01
32733,Prasadram,Murtha,Assistant Engineer,1999-09-05,9999-01-01
32745,Lucian,Menhoudj,Staff,1995-12-25,9999-01-01
32756,Gou,Desikan,Senior Staff,1998-04-27,9999-01-01
32820,Rasikan,Barriga,Senior Staff,1989-04-16,9999-01-01
32858,Tesuro,Fioravanti,Senior Staff,1994-08-17,9999-01-01
32903,Maja,Terlouw,Assistant Engineer,1990-04-02,1997-04-01
32909,Sibyl,Krupka,Senior Engineer,1989-05-01,9999-01-01
32925,Xiaoqiu,Zwicker,Senior Staff,1993-09-06,9999-01-01
32928,Shigeu,Kalloufi,Staff,1994-08-09,9999-01-01
32933,Jouko,Tyugu,Assistant Engineer,1999-06-04,9999-01-01
32955,Basim,Dredge,Engineer,1987-12-25,1994-12-25
32962,Girolamo,Orlowska,Staff,1987-08-18,1989-12-03
32972,Ebbe,Matzov,Senior Staff,1993-07-02,9999-01-01
32993,Yuchang,Ranta,Senior Staff,1996-07-11,9999-01-01
32994,Deniz,Bale,Engineer,1994-01-16,2001-01-16
33000,Kazunori,Gustavson,Senior Staff,1999-12-19,9999-01-01
33008,Keiichiro,Birnbaum,Senior Staff,1994-05-03,9999-01-01
33009,Tsutomu,Chinin,Senior Staff,1994-07-04,9999-01-01
33018,Christophe,Baer,Assistant Engineer,1985-03-20,1991-03-20
33021,Mona,Genin,Engineer,1985-09-01,1986-06-27
33028,Salvador,Tzvieli,Engineer,1994-05-09,1999-05-09
33045,Quingbo,Demizu,Staff,1999-09-06,2001-10-19
33079,Tomoyuki,Lampe,Staff,1996-11-13,9999-01-01
33087,Manu,Hertweck,Engineer,1996-11-19,9999-01-01
33088,Shay,Alameldin,Engineer,1994-10-01,1997-03-17
33093,Nahla,Vadhan,Senior Staff,1991-10-25,1996-04-30
33097,Kish,Fiebach,Senior Engineer,1988-06-27,9999-01-01
33115,Padma,Peyn,Assistant Engineer,1988-11-28,1994-11-28
33117,Masoud,Guting,Staff,1998-01-22,2000-06-21
33122,Angel,Kalorkoti,Staff,1997-07-25,9999-01-01
33131,Reinhold,Savasere,Engineer,1998-01-30,9999-01-01
33170,Huiqun,Kroon,Senior Staff,1997-06-11,9999-01-01
33183,Haldun,Veldwijk,Engineer,1994-03-26,2002-03-26
33196,Jungsoon,Gist,Staff,1996-05-15,9999-01-01
33225,Mani,Ranta,Senior Staff,1999-04-28,9999-01-01
33226,Kenton,Hegner,Assistant Engineer,1990-01-08,1999-01-08
33239,Gladys,Rosin,Engineer,1997-05-18,2002-05-18
33265,Arnd,Escriba,Senior Engineer,1993-02-11,9999-01-01
33296,Kensyu,Thorelli,Senior Engineer,1994-02-13,9999-01-01
33336,Suzette,Rodham,Engineer,1990-11-23,1999-11-23
33343,Chiradeep,Gunderson,Senior Staff,1998-05-08,9999-01-01
33355,Houman,Chandrasekhar,Engineer,1993-05-19,1999-05-19
33441,Padma,Rande,Engineer,1996-06-03,2002-06-03
33526,Alper,Schwartzburd,Engineer,1997-06-03,9999-01-01
33579,Guozhong,Eickenmeyer,Senior Staff,1995-06-23,9999-01-01
33584,Marlo,Nivat,Engineer,1989-07-10,1994-07-10
33591,Sugwoo,Picaronny,Senior Staff,1992-11-22,9999-01-01
33628,Macha,Ritcey,Engineer,1987-11-05,1995-11-05
33647,Yuguang,Gils,Engineer,1996-05-28,1999-02-15
33652,Nimmagadda,Bridgland,Engineer,1993-08-18,9999-01-01
33658,Khosrow,Danlos,Senior Staff,1996-07-11,9999-01-01
33665,Xumin,Zyda,Assistant Engineer,1997-11-26,1998-08-19
33668,Valery,Yoshizawa,Senior Engineer,1989-04-16,9999-01-01
33696,Danny,Famili,Engineer,1998-10-25,9999-01-01
33733,Premsyl,Levasseur,Senior Engineer,1986-01-17,1993-04-20
33744,Cedric,Bellone,Engineer,1985-12-01,1994-12-01
33745,Fuqing,Frijda,Senior Staff,1998-05-04,9999-01-01
33760,Franziska,Salvesen,Senior Staff,1995-01-16,2002-07-03
33771,Marek,Kitsuregawa,Staff,1995-02-15,9999-01-01
33778,Tua,Erva,Engineer,1987-09-20,1994-09-20
33783,Jongsuk,Osgood,Staff,1996-03-30,9999-01-01
33784,Alenka,Mandelberg,Senior Staff,1991-12-26,9999-01-01
33793,Oldrich,Delgrossi,Senior Staff,1995-07-02,2001-03-23
33823,Greger,Hebert,Senior Staff,1990-10-06,9999-01-01
33827,Takanari,Kisuki,Engineer,1988-01-17,1995-10-28
33852,Marek,Prochazka,Senior Staff,1996-06-12,9999-01-01
33857,Hidefumi,Gulla,Technique Leader,1991-02-18,9999-01-01
33871,Vivian,Erdmenger,Senior Staff,1992-02-19,9999-01-01
33896,Jianhao,Falco,Senior Staff,2000-11-30,9999-01-01
33933,Weidon,Wixon,Engineer,1989-10-20,1996-03-11
33936,Khun,Bernini,Senior Engineer,1999-10-26,9999-01-01
33962,Yaghout,Puoti,Technique Leader,1995-04-24,9999-01-01
33983,Tesuya,Denis,Engineer,1990-03-11,1995-03-11
33999,Mohit,Jahnichen,Senior Staff,1998-01-22,2000-05-22
34006,Perry,Cairo,Senior Engineer,1987-12-11,9999-01-01
34013,Gad,Dolinsky,Engineer,1995-02-10,9999-01-01
34020,Susanna,Encarnacion,Senior Engineer,1999-02-12,9999-01-01
34026,Uinam,Bugrara,Engineer,1989-01-21,1990-09-26
34030,Nobuyoshi,Rodiger,Staff,1998-09-25,9999-01-01
34037,Mitsuyuki,Herbst,Senior Staff,1999-09-12,2000-01-12
34049,Tadanori,Brookner,Senior Staff,1994-09-21,9999-01-01
34060,Gor,Schrooten,Senior Staff,1996-07-30,9999-01-01
34064,Nobuyoshi,Boudaillier,Engineer,1994-10-05,1999-10-05
34082,Yechiam,Jakobus,Engineer,1998-06-20,9999-01-01
34092,Chriss,Manderick,Senior Engineer,1992-08-17,9999-01-01
34111,Shietung,Demke,Staff,1998-11-23,9999-01-01
34115,Saddek,Staelin,Engineer,1992-01-29,1997-01-28
34122,DeForest,Rossi,Engineer,1988-04-28,1996-04-28
34129,Takanari,Kolinko,Engineer,1996-02-17,2001-02-16
34130,Mahendra,Perry,Engineer,1996-03-05,9999-01-01
34136,Steve,Constantine,Senior Staff,2000-02-10,9999-01-01
34150,Leen,Miculan,Senior Staff,1997-06-25,9999-01-01
34158,Mohammed,Syrotiuk,Senior Staff,1998-03-29,9999-01-01
34161,Hirochika,Geffroy,Senior Staff,1991-03-31,9999-01-01
34166,Naftali,Rahimi,Senior Engineer,1985-02-27,9999-01-01
34168,Jiakeng,Perko,Engineer,1996-04-30,2001-04-30
34173,Margareta,Manders,Engineer,1998-01-02,9999-01-01
34176,Waiman,Plessier,Engineer,1988-08-01,1995-08-02
34241,Remco,Ariola,Senior Staff,1996-09-27,9999-01-01
34248,Perry,Verhoeff,Senior Staff,2000-05-26,9999-01-01
34254,Moon,Marletta,Senior Engineer,1993-12-03,9999-01-01
34256,Nishit,Francisci,Senior Staff,1997-10-06,9999-01-01
34265,Mihalis,Tsunoo,Senior Staff,2001-05-20,9999-01-01
34277,Vatsa,Weedman,Technique Leader,1993-06-12,9999-01-01
34323,Chikara,Pokrovskii,Engineer,1995-11-25,2000-11-24
34327,Toshiko,Baaz,Senior Staff,1999-08-04,9999-01-01
34329,Goo,Bernatsky,Engineer,1987-02-24,1995-02-24
34344,Gadiel,Basart,Senior Staff,1998-03-28,1999-01-27
34354,Kristen,Acton,Senior Staff,1990-03-08,9999-01-01
34360,Barry,Gargeya,Senior Staff,1990-07-14,9999-01-01
34374,Yurii,Furedi,Staff,1999-06-12,9999-01-01
34375,Jacopo,Matzov,Engineer,1990-02-19,1995-02-19
34388,Kristina,Pena,Senior Engineer,1986-03-07,1993-03-20
34391,Abdelwaheb,Marrakchi,Staff,1989-06-22,1990-03-07
34450,Vitali,Penttonen,Staff,1999-08-10,9999-01-01
34462,Jaana,Barriga,Engineer,1990-12-26,1999-12-26
34489,Yaghout,Krychniak,Senior Staff,1996-10-26,9999-01-01
34491,Sudhanshu,Bugrara,Senior Engineer,1990-07-08,2001-12-03
34503,Huican,Millington,Engineer,1996-01-05,2001-01-04
34522,Sibyl,Rijckaert,Senior Engineer,1990-12-03,9999-01-01
34527,Rimon,Tsunoo,Engineer,1991-04-03,1996-04-02
34536,Danil,Narahari,Senior Engineer,1987-06-07,9999-01-01
34550,Szabolcs,Borstler,Senior Staff,1993-11-03,9999-01-01
34556,Shigehito,Huxford,Senior Staff,2001-09-05,9999-01-01
34560,Weiye,Isaac,Senior Staff,1996-11-13,9999-01-01
34574,Sergi,Morrow,Staff,1996-02-12,1997-04-02
34582,Kwangsub,Brender,Engineer,1987-04-23,1987-07-21
34597,Jouko,Bolotov,Senior Staff,1994-03-22,9999-01-01
34602,Garnet,Flasterstein,Senior Engineer,1994-12-20,9999-01-01
34623,Qingxiang,Sabnani,Staff,1999-04-21,9999-01-01
34641,Cathie,Jervis,Senior Engineer,1985-10-27,9999-01-01
34647,Kerryn,Tiemann,Engineer,1987-06-30,1993-06-29
34670,Mihalis,Diderrich,Engineer,1986-10-19,1995-10-19
34690,Beshir,Litzkow,Engineer,1993-01-15,1999-01-15
34703,Geoff,Azumi,Engineer,1989-01-09,1996-01-10
34709,Anneli,Kragelund,Senior Staff,2001-08-26,9999-01-01
34719,Stepehn,Kopetz,Engineer,1996-04-22,1998-02-14
34720,Masamitsu,Narlikar,Engineer,1996-05-13,2002-05-13
34725,Weijing,Pollock,Senior Staff,1996-06-01,9999-01-01
34740,Toney,Sankaranarayanan,Technique Leader,1996-10-17,9999-01-01
34758,Lubomir,Camurati,Senior Staff,2000-04-27,9999-01-01
34813,Brewster,Rettelbach,Staff,1995-12-16,1997-08-26
34873,Ingmar,Ruemmler,Engineer,1988-02-06,1993-02-05
34888,Amalendu,Plumb,Senior Staff,1993-02-19,9999-01-01
34901,Uli,Kaelbling,Engineer,1995-06-12,2001-06-11
34926,Gift,Klassen,Engineer,1997-09-24,9999-01-01
34929,Mohit,Litzler,Senior Staff,1999-03-09,9999-01-01
34938,Macha,Penz,Engineer,1999-11-21,9999-01-01
34944,Guoxiang,Sanella,Engineer,1996-06-05,2001-06-05
34947,Mario,Perfilyeva,Senior Staff,1994-04-22,9999-01-01
34969,Pranav,Doering,Engineer,1996-11-03,9999-01-01
34996,Chinhyun,Butner,Engineer,1991-01-01,2000-01-01
35002,Debatosh,Katiyar,Staff,1999-08-10,9999-01-01
35003,Miomir,Rajala,Staff,1997-12-02,9999-01-01
35020,Manibrata,Haddadi,Senior Staff,1999-04-17,9999-01-01
35021,Jackson,Schlenzig,Engineer,1995-10-24,9999-01-01
35059,Vitaly,Flasterstein,Assistant Engineer,1991-12-06,1999-12-06
35097,Fusako,Kroha,Senior Staff,1990-10-02,9999-01-01
35138,Susuma,Boreale,Engineer,1989-10-19,1994-10-19
35139,Vasiliy,Lichtman,Engineer,1996-01-30,9999-01-01
35174,Tiina,Hmelo,Engineer,1997-07-09,2002-07-09
35175,Nirmal,Miculan,Engineer,1995-09-10,2000-09-09
35195,Mart,Peir,Staff,1986-09-11,1988-01-29
35205,Moty,Poupard,Engineer,1992-09-02,1998-06-15
35216,Aleksander,Karnin,Technique Leader,1995-08-12,9999-01-01
35245,Shridhar,Quittner,Engineer,1990-06-06,1996-06-05
35256,Wojceich,McDermid,Senior Staff,1994-12-14,9999-01-01
35258,Khedija,Hettesheimer,Engineer,1991-11-19,1998-11-19
35278,Djelloul,Shrader,Senior Staff,1995-08-04,9999-01-01
35326,Arco,Schwabacher,Senior Staff,1999-11-17,9999-01-01
35363,Odoardo,England,Senior Staff,1997-01-18,9999-01-01
35368,Susanta,Guting,Senior Staff,1994-12-26,9999-01-01
35410,Hironobu,Litvinov,Technique Leader,1993-07-11,9999-01-01
35416,Heather,Wroclawski,Senior Staff,1994-02-11,9999-01-01
35418,Mircea,Unni,Senior Staff,1991-03-10,9999-01-01
35457,Yishay,Michaels,Staff,1995-12-10,9999-01-01
35458,Emdad,Luks,Engineer,1992-11-22,1998-11-22
35468,Weiye,Peac,Staff,1996-08-07,1996-09-06
35481,Shaunak,Mitsuhashi,Senior Staff,2000-04-05,2001-02-10
35493,Jaihie,Bernardinello,Senior Staff,1995-08-15,9999-01-01
35496,Arne,Coorg,Engineer,1989-03-11,1989-05-27
35501,Gretta,Scharstein,Engineer,1999-10-01,9999-01-01
35554,Aran,Bahl,Senior Staff,1996-07-06,9999-01-01
35559,Adit,Murtha,Technique Leader,1999-06-14,9999-01-01
35575,Takushi,Aingworth,Engineer,1998-10-15,2002-01-12
35580,Valeri,Guenter,Engineer,1999-03-06,2002-03-25
35589,Kyoichi,Trystram,Engineer,1986-01-13,1995-01-13
35598,Aksel,Gini,Senior Staff,1997-07-16,9999-01-01
35609,Vidya,Decaestecker,Technique Leader,1987-06-14,2001-05-25
35613,Margareta,Thorensen,Senior Engineer,1996-11-25,1998-06-07
35625,Huai,Vieth,Engineer,1998-01-18,9999-01-01
35647,Vishv,Pulkowski,Staff,1985-10-16,1991-10-05
35673,Mack,Kalsbeek,Engineer,1997-12-08,9999-01-01
35681,Luise,Roisin,Senior Engineer,1990-08-23,9999-01-01
35686,Nectarios,Crouzet,Staff,1989-10-19,1993-03-02
35704,Guenter,Munawer,Engineer,1998-07-09,1999-08-09
35709,Ulises,Lueh,Staff,1999-02-28,9999-01-01
35735,Patricio,Velasco,Staff,1998-04-08,9999-01-01
35738,Iara,Luft,Senior Engineer,1989-12-22,1998-12-14
35786,Christophe,Terkki,Technique Leader,1987-11-08,1993-04-26
35790,Barry,Ramsey,Assistant Engineer,1985-08-08,1990-08-08
35836,Zongyan,Albarhamtoshy,Engineer,1992-04-01,1999-04-02
35846,Sham,Nitsche,Senior Staff,1989-09-20,9999-01-01
35847,Serif,Attimonelli,Engineer,1999-06-09,1999-09-20
35852,Zhensheng,Walston,Technique Leader,1998-07-29,1998-08-30
35882,Sushant,Hambrick,Engineer,1987-10-14,1994-10-14
35883,Tsz,Siegrist,Engineer,1991-07-21,2000-07-20
35892,Ghassan,Olivero,Senior Staff,1994-01-07,9999-01-01
35899,Cathie,Cannard,Staff,1995-12-30,9999-01-01
35939,Hiroyasu,Demri,Senior Staff,1995-03-12,9999-01-01
35963,Vincent,Schlenzig,Engineer,1988-11-19,1989-12-08
35972,Halsur,Leonhardt,Senior Staff,1997-08-13,9999-01-01
35974,Aksel,Rosin,Senior Staff,1990-01-30,9999-01-01
35983,Shigehiro,Plavsic,Senior Staff,1992-10-25,9999-01-01
36032,Mikhail,Luck,Senior Staff,1994-12-25,9999-01-01
36043,Fai,Rubsam,Senior Staff,2002-03-18,9999-01-01
36048,Isaac,Marrakchi,Engineer,1990-02-03,1999-02-03
36075,Achilleas,Herbst,Senior Staff,1990-05-15,9999-01-01
36079,Suzette,Gyorkos,Senior Staff,1996-12-28,9999-01-01
36080,Sachar,Grabner,Senior Staff,1993-10-01,9999-01-01
36085,King,Schwabacher,Senior Staff,1992-02-10,1999-05-16
36088,Conor,Gajiwala,Senior Staff,1997-03-27,9999-01-01
36101,Vojin,Beerel,Engineer,1990-03-11,1999-03-11
36189,Masaru,Harllee,Senior Engineer,1995-11-11,9999-01-01
36190,Luerbio,Bresenham,Senior Staff,2000-07-15,9999-01-01
36197,Adamantios,Eppinger,Senior Staff,1996-10-05,9999-01-01
36213,Vidar,Nitto,Senior Staff,1999-02-16,9999-01-01
36223,Fuqing,Cooley,Engineer,1995-02-25,2002-02-25
36225,Barton,Vecchio,Staff,1999-11-25,2002-01-17
36230,Khatoun,Borovoy,Senior Staff,1990-06-26,9999-01-01
36235,Rajmohan,Rebaine,Engineer,1994-04-14,1999-04-14
36236,Siamak,Rubsam,Engineer,1989-11-28,1998-11-28
36356,Susumu,Alblas,Senior Staff,1998-06-25,9999-01-01
36357,Yongdong,Rohrbach,Senior Staff,1998-11-29,9999-01-01
36360,Indrajit,Lichtman,Engineer,1998-04-27,1999-06-16
36362,Bartek,Munos,Senior Staff,2000-11-17,2001-10-03
36381,Chrisa,Auyong,Staff,1999-01-09,1999-10-28
36425,Yishay,Zedlitz,Assistant Engineer,1988-10-31,1996-10-31
36452,Rosita,Reeken,Assistant Engineer,1994-01-08,2001-01-08
36461,Baziley,Lorho,Senior Staff,1998-01-17,9999-01-01
36464,Conor,Schlenzig,Engineer,1996-06-15,9999-01-01
36475,Tomoyuki,Khalid,Senior Staff,1999-07-22,9999-01-01
36514,Tru,Schlumberger,Engineer,1985-10-25,1990-01-27
36529,Toong,Bage,Staff,1998-01-20,9999-01-01
36547,Yefim,Schlegelmilch,Assistant Engineer,1992-08-01,1993-03-04
36557,Josyula,Journel,Technique Leader,1989-12-14,9999-01-01
36567,Insup,Gerteisen,Engineer,1995-03-11,9999-01-01
36590,Sanjai,Macedo,Assistant Engineer,1994-07-11,9999-01-01
36595,Khedija,Karlin,Senior Staff,1998-06-02,1998-06-07
36603,Heon,Unno,Engineer,1990-09-14,1998-09-14
36672,Niclas,Murtha,Engineer,1993-08-05,1998-08-05
36679,Van,Pettit,Engineer,1990-07-01,1996-06-30
36681,Tesuro,Gischer,Senior Staff,1995-10-31,9999-01-01
36688,Cristinel,Mateescu,Engineer,1996-01-08,2002-01-07
36698,Aksel,Shackel,Senior Staff,1997-04-08,9999-01-01
36708,Siddarth,Heydon,Engineer,1997-09-13,9999-01-01
36718,Amabile,Walston,Engineer,1987-12-26,1996-12-25
36738,Valeri,Haddadi,Senior Staff,1991-08-20,9999-01-01
36759,Gennady,Skafidas,Senior Engineer,1993-07-22,9999-01-01
36783,Gro,Bugrara,Staff,1999-01-26,9999-01-01
36810,Fox,Schach,Senior Staff,1993-03-07,9999-01-01
36819,Tadahiro,Parveen,Senior Staff,1991-03-23,9999-01-01
36837,Cullen,Comellas,Staff,1997-03-24,2001-04-17
36859,Lalit,Delgrande,Engineer,1986-04-24,1994-04-24
36870,Jianhao,Luff,Engineer,1988-11-19,1995-11-20
36900,Zito,Peltason,Engineer,1991-05-22,2000-05-21
36915,Akemi,Ferriere,Assistant Engineer,1997-03-01,9999-01-01
36959,Morrie,Jenevein,Senior Staff,1995-05-06,9999-01-01
36967,Shigehiro,Kuzuoka,Senior Staff,1994-07-05,9999-01-01
36968,Shin,Siprelle,Staff,1998-02-03,9999-01-01
36986,Fabrizio,Lalonde,Engineer,1986-04-27,1992-04-26
36998,Phule,Maliniak,Staff,1999-03-14,2001-11-02
36999,Arunas,Range,Senior Staff,1994-05-21,9999-01-01
37012,Gaetan,Doering,Staff,1996-05-02,1999-05-30
37039,Dinah,Diderrich,Engineer,1997-06-27,9999-01-01
37045,Teruyuki,Gecsel,Senior Staff,1993-02-25,1993-10-14
37060,Somnath,Morrey,Senior Staff,1994-06-10,9999-01-01
37064,Xinan,Rehfuss,Assistant Engineer,1990-06-06,1995-06-06
37068,Xiaoqiang,Delgrande,Senior Staff,1993-03-20,9999-01-01
37072,Irena,Matzat,Engineer,1992-03-25,1997-03-25
37080,Mircea,Shihab,Senior Engineer,1995-04-27,9999-01-01
37100,Jaber,Waeselynck,Senior Engineer,1992-05-09,9999-01-01
37119,Takushi,Wixon,Senior Staff,1998-12-27,9999-01-01
37120,Kasidit,Masada,Assistant Engineer,1987-02-13,1994-02-13
37179,Khun,Eterovic,Senior Staff,2001-07-07,9999-01-01
37180,Arup,Rebaine,Senior Staff,1987-12-21,1988-06-20
37194,Zita,Beutelspacher,Senior Staff,1995-06-04,9999-01-01
37217,Nathalie,Luit,Senior Staff,1994-12-24,2000-05-10
37231,Vidya,Leonhardt,Senior Staff,1988-05-16,9999-01-01
37265,Bokyung,Ellozy,Engineer,1988-12-22,1995-12-23
37280,Nathan,Nyanchama,Staff,1999-02-21,9999-01-01
37281,Gita,Fontan,Senior Staff,1995-05-28,9999-01-01
37295,Toshimitsu,Zizka,Senior Staff,1998-03-27,9999-01-01
37308,Iara,Beerel,Senior Staff,1993-10-13,9999-01-01
37312,Arie,Gecsei,Senior Staff,1994-05-25,9999-01-01
37341,Shimshon,Bonifati,Senior Engineer,1989-12-01,1995-09-27
37353,Wayne,Ghemri,Senior Staff,2002-01-10,9999-01-01
37372,Dietrich,Peot,Senior Staff,1992-03-05,9999-01-01
37388,Ziya,Ramamoorthy,Senior Engineer,1989-05-22,9999-01-01
37389,Shuzo,Ghandeharizadeh,Senior Staff,2000-06-01,9999-01-01
37396,Leszek,Siegrist,Engineer,1995-10-17,9999-01-01
37401,Tran,Sichman,Engineer,1997-06-15,2002-07-15
37406,Rildo,Cincotta,Assistant Engineer,1992-12-24,2001-12-24
37407,Danae,Cochrane,Engineer,1994-07-19,2001-07-19
37412,Hairong,Koyama,Engineer,1999-08-14,9999-01-01
37413,Jagoda,Gill,Assistant Engineer,1987-05-11,1993-05-10
37426,Masaki,Farrag,Staff,1988-02-06,1989-08-31
37432,Gino,Dichev,Senior Staff,1993-07-13,9999-01-01
37442,Subhada,Lipner,Senior Staff,1993-07-27,9999-01-01
37454,KayLiang,Bernardeschi,Staff,1999-01-24,9999-01-01
37461,Nimmagadda,McClure,Engineer,1991-06-01,1996-05-31
37469,Nikolaos,Servi,Senior Staff,1991-06-24,9999-01-01
37470,Moni,Schwabacher,Technique Leader,1995-11-17,9999-01-01
37473,Prasadram,Valette,Senior Staff,1999-02-16,9999-01-01
37486,Hugo,Kohling,Staff,1988-09-12,1997-01-21
